Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Mid,MA_50,MA_200
2025-05-30 00:00:00-04:00,198.5821728136608,201.1619498266407,196.00241099917397,200.05633544921875,70819900,0.0,0.0,,,,,,,,,
2025-06-02 00:00:00-04:00,199.4885975362889,201.3312933884623,199.3292261245183,200.90298461914062,35423300,0.0,0.0,,,,,,,,,
2025-06-03 00:00:00-04:00,200.55435521702816,202.9647905668523,200.16589694161215,202.46676635742188,46381600,0.0,0.0,,,,,,,,,
2025-06-04 00:00:00-04:00,202.10821066626008,205.42505409163678,201.30141378953226,202.01856994628906,43604000,0.0,0.0,,,,,,,,,
2025-06-05 00:00:00-04:00,202.69585814733983,203.94091870107042,199.35908978394463,199.8372039794922,55126100,0.0,0.0,,,,,,,,,
2025-06-06 00:00:00-04:00,202.19783403313102,204.8871617909174,201.2515910514923,203.11419677734375,46607700,0.0,0.0,,,,,,,,,
2025-06-09 00:00:00-04:00,203.58233063284266,205.18596915505242,199.22960401477,200.65394592285156,72862600,0.0,0.0,,,,,,,,,
2025-06-10 00:00:00-04:00,199.8073282051838,203.54250994980842,199.77744796710627,201.869140625,54672600,0.0,0.0,,,,,,,,,
2025-06-11 00:00:00-04:00,202.6958722895077,203.69192080198684,197.62598900862739,197.99452209472656,60989900,0.0,0.0,,,,,,,,,
2025-06-12 00:00:00-04:00,198.29332085025015,198.8909407818671,196.58011635566137,198.412841796875,43904600,0.0,0.0,,,,,,,,,
2025-06-13 00:00:00-04:00,198.94075911963023,199.57822954037988,194.92668495173118,195.67372131347656,51447300,0.0,0.0,,,,,,,,,
2025-06-16 00:00:00-04:00,196.52035592822918,197.90486262143017,195.78327462738756,197.63592529296875,43020700,0.0,0.0,,,,,,,,,
2025-06-17 00:00:00-04:00,196.4207613301707,197.6060614779548,194.43863454049264,194.86692810058594,38856200,0.0,0.0,,,,,,,,,
2025-06-18 00:00:00-04:00,195.16573699325735,196.7893008408277,194.2991796996429,195.80320739746094,45394700,0.0,0.0,39.08929366902196,,,,,,,,
2025-06-20 00:00:00-04:00,197.45666110928434,200.90298042554332,196.08210930882012,200.20574951171875,96813500,0.0,0.0,52.49169995135734,,,,,,,,
2025-06-23 00:00:00-04:00,200.83325703321927,201.50060768152076,198.17380945321412,200.70376586914062,55814300,0.0,0.0,53.73191067022182,,,,,,,,
2025-06-24 00:00:00-04:00,201.78945874554142,202.63610603642124,199.4089034764897,199.50851440429688,54064000,0.0,0.0,50.335642559318906,,,,,,,,
2025-06-25 00:00:00-04:00,200.65395335177794,202.8651820841085,199.82723133036671,200.76351928710938,39525700,0.0,0.0,53.64851098496244,,,,,,,,
2025-06-26 00:00:00-04:00,200.63404307360597,201.8392684520338,198.67184150130464,200.20574951171875,50799100,0.0,0.0,51.9886854267153,,,,,,,,
2025-06-27 00:00:00-04:00,201.09222774816857,202.41697405518968,199.20969672208463,200.28543090820312,73188600,0.0,0.0,52.21612851936925,,,,204.08637026534072,195.2115316511632,199.64895095825196,,
2025-06-30 00:00:00-04:00,201.211736268348,206.57048164253425,198.4726031076903,204.3592529296875,91912800,0.0,0.0,62.101282998388406,,,,204.75385507028807,194.9743385942627,199.86409683227538,,
2025-07-01 00:00:00-04:00,205.85332972802502,209.35942450018746,205.3254252695324,206.99879455566406,78788900,0.0,0.0,66.88184936080563,,,,205.95707110231373,194.38070355588937,200.16888732910155,,
2025-07-02 00:00:00-04:00,208.08449026524102,212.49697770796604,207.31752868499885,211.6005401611328,67941800,0.0,0.0,73.22332425291972,,,,208.22487209472476,193.02627994384946,200.6255760192871,,
2025-07-03 00:00:00-04:00,211.31168447150716,213.80180573654258,210.97303162710094,212.70616149902344,34955800,0.0,0.0,74.48732875757712,,,,210.4015505567071,191.91836063714055,201.15995559692382,,
2025-07-07 00:00:00-04:00,211.8396001551979,215.37557557805084,207.9749420826709,209.12039184570312,50229000,0.0,0.0,63.94452783094647,,,,211.466323904751,191.78190607571776,201.62411499023438,,
2025-07-08 00:00:00-04:00,209.26978591644843,210.59451698338924,207.6262968509882,209.1801300048828,42848900,0.0,0.0,64.03585447185658,2.608750208053749,,,212.29446160285804,191.5603617003646,201.92741165161132,,
2025-07-09 00:00:00-04:00,208.70202548866368,210.49491569520316,206.40115605631001,210.3056640625,48749400,0.0,0.0,65.79386622871263,2.779607824735706,,,213.3762570740721,191.4437380431154,202.40999755859374,,
2025-07-10 00:00:00-04:00,209.67816220166208,212.63642743345136,209.2000631819418,211.57066345214844,44443600,0.0,0.0,67.70463686817504,2.982705819603922,,,214.55880839289182,191.23133900701055,202.89507369995118,,
2025-07-11 00:00:00-04:00,209.73794232575938,211.29177557167307,209.03074119537857,210.3256072998047,39765800,0.0,0.0,63.91999649354395,3.0085165120389945,,,215.37592882762138,191.6473270927888,203.5116279602051,,
2025-07-14 00:00:00-04:00,209.10044482334126,210.07658325197187,206.71988962428105,207.79562377929688,38840100,0.0,0.0,56.95313356408824,2.7926314288403375,,,215.74309119458977,192.2184429240626,203.98076705932618,,
2025-07-15 00:00:00-04:00,208.39327261019983,211.05272033528996,208.09445501444372,208.28370666503906,42296300,0.0,0.0,57.906320291661636,2.630601221449467,,,215.86576799524542,193.35676465856315,204.61126632690429,,
2025-07-16 00:00:00-04:00,209.4689902412225,211.5606828488181,207.8155461810567,209.3295440673828,47490500,0.0,0.0,59.9526046833608,2.557104740957527,,,216.1512086984525,194.24068583279748,205.195947265625,,
2025-07-17 00:00:00-04:00,209.7379236663323,210.96305897069354,208.761785269157,209.19009399414062,48068100,0.0,0.0,59.53700487095787,2.4592570111857412,,,215.90305829189393,195.92115282871154,205.91210556030273,,
